Year,Frequency of observation,Reporting type,SDG Series,Справочная зона (условная зона),пол,Возраст,Unit of measure,Value
2018,Annual,National,Proportion of population that feel safe walking alone around the area they live in,Kyrgyzstan,женский,15 to 49 years old,Процент,47
