From,To
FREQ,REPORTING_TYPE
REPORTING_TYPE,REF_AREA
REPORTING_TYPE,SEX
REPORTING_TYPE,AGE
REPORTING_TYPE,URBANISATION
REPORTING_TYPE,INCOME_WEALTH_QUANTILE
REPORTING_TYPE,EDUCATION_LEV
