Year,FREQ,REPORTING_TYPE,Series,REF_AREA,Units,Value
2013,A,N,ER_PTD_MTN,,PT,6.01
2014,A,N,ER_PTD_MTN,,PT,6.01
2015,A,N,ER_PTD_MTN,,PT,6.01
2016,A,N,ER_PTD_MTN,,PT,7.3
2017,A,N,ER_PTD_MTN,,PT,7.38
2018,A,N,ER_PTD_MTN,,PT,7.38
