Year,Frequency of observation,Reporting type,SDG Series,Reference area,Sex,Age,Unit of measure,Value
2018,Annual,National,Proportion of population that feel safe walking alone around the area they live in,Kyrgyzstan,Female,15 to 49 years old,Percent,47
