Year,concept.FREQ,concept.REPORTING_TYPE,Series,concept.REF_AREA,Units,Value
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.NV_IND_SSIS,CL_AREA.KG,CL_UNIT_MEASURE.PT,1.6
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.NV_IND_SSIS,CL_AREA.KG,CL_UNIT_MEASURE.PT,1.4
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.NV_IND_SSIS,CL_AREA.KG,CL_UNIT_MEASURE.PT,1.4
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.NV_IND_SSIS,CL_AREA.KG,CL_UNIT_MEASURE.PT,1.4
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.NV_IND_SSIS,CL_AREA.KG,CL_UNIT_MEASURE.PT,1.5
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.NV_IND_SSIS,CL_AREA.KG,CL_UNIT_MEASURE.PT,1.5
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.NV_IND_SSIS,CL_AREA.KG,CL_UNIT_MEASURE.PT,1.5
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.NV_IND_SSIS,CL_AREA.KG,CL_UNIT_MEASURE.PT,1.7
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.NV_IND_SSIS,CL_AREA.KG,CL_UNIT_MEASURE.PT,1.7
